SESSION_ID,SONG_NAME,USERS_NUMBER,ARTIST_NAME,SONG_LEVEL,SONG_RANK
617,What's The Difference,1,Dr. Dre / Eminem / Alvin Joiner,paid,1
618,Devil May Care,1,Jamie Cullum,free,1
619,(Hon Vill Ha) Puls,1,Gyllene Tider,paid,1
619,A Hundred Moons,1,Al Gromer Khan,paid,1
619,A New Hope,1,Blink-182,paid,1
619,All Across The World,1,Silverchair,paid,1
619,All I Want For Christmas Is You,1,Mariah Carey,paid,1
619,All That I Need,1,Boyzone,paid,1
619,Alright,1,Mystikal,paid,1
619,Amerika (Album Version),1,Jaco Pastorius Big Band,paid,1
619,Audience Of One,1,Rise Against,paid,1
619,Azure (Album),1,The Spinanes,paid,1
619,Beat It,1,Fall Out Boy,paid,1
619,Big Poppa,1,The Notorious B.I.G.,paid,1
619,Booksmart Devil,1,Silversun Pickups,paid,1
619,Boombox,1,The Lonely Island / Julian Casablancas,paid,1
619,Brothers & Sisters,1,Coldplay,paid,1
619,Casposos,1,Ska-P,paid,1
619,Cat People (Putting Out Fire),1,Sharleen Spiteri,paid,1
619,Cats In The Cradle,1,Ugly Kid Joe,paid,1
619,Colors Of The Wind,1,Vanessa Williams,paid,1
619,Crazy Bitch (Album Version),1,Buckcherry,paid,1
619,Crazy On You,1,Heart,paid,1
619,Cuentos chinos,1,L-Kan,paid,1
619,Dance With The Devil,1,Cozy Powell,paid,1
619,Do That There (featuring Dude 'N Nem),1,Yung Berg,paid,1
619,Encore Break,1,Pearl Jam,paid,1
619,Evolution (the Grand Design),1,Symphony X,paid,1
619,Exile,1,Enya,paid,1
619,Face The Blood,1,Sondre Lerche,paid,1
619,Finale,1,Les MisÃÂ©rables - Original London Cast,paid,1
619,Fireflies,1,Charttraxx Karaoke,paid,1
619,Fuori Dal Tunnel (Album Version),1,Caparezza,paid,1
619,God Is On The Radio,1,Queens Of The Stone Age,paid,1
619,Gone,1,Kanye West / Consequence / Cam'Ron,paid,1
619,Good Enough,1,Evanescence,paid,1
619,Goodnight My Love,1,Jesse Belvin,paid,1
619,Green River Blues,1,Charlie Patton,paid,1
619,Heart Less,1,A Day To Remember,paid,1
619,Hidden Love,1,Peter Mulvey,paid,1
619,Holding Out For A Hero,1,Frou Frou,paid,1
619,I Believe I'll Go Back Home,1,Greg Brown,paid,1
619,I'm Not Gonna Teach Your Boyfriend How To Dance With You,1,Black Kids,paid,1
619,I'm With You,1,Avril Lavigne,paid,1
619,It Was Written,1,Damian Marley / Capleton / Drag-On / Stephen Marley,paid,1
619,Jesus Walks,1,Kanye West,paid,1
619,Just Like You,1,Three Days Grace,paid,1
619,Keep It Smooth,1,Pieces Of A Dream,paid,1
619,Lady,1,Lionel Richie,paid,1
619,Let's Go All The Way (Short Blix Mix),1,Sly Fox,paid,1
619,Life On Mars,1,Johan,paid,1
619,Lovefool,1,The Cardigans,paid,1
619,Mariella,1,Kate Nash,paid,1
619,Marry Me,1,Train,paid,1
619,Medlong,1,Juana Molina,paid,1
619,Move On (Album Version),1,JET,paid,1
619,My Life Inside Your Heart,1,Rise Against,paid,1
619,Naviamente,1,Wim Mertens,paid,1
619,O Samba E O Tango,1,Caetano Veloso,paid,1
619,On Time,1,Sussie 4,paid,1
619,Paper Planes,1,M.I.A.,paid,1
619,Promise Me,1,Beverley Craven,paid,1
619,Release Me,1,Agnes,paid,1
619,Runaway (Album Version),1,Linkin Park,paid,1
619,Sample Track 2,1,Simon Harris,paid,1
619,Save The Last Dance For Me,1,Bruce Willis,paid,1
619,Seduction (album),1,Alesana,paid,1
619,She Don't Want The World,1,3 Doors Down,paid,1
619,Song Away,1,Hockey,paid,1
619,Suspicious Minds,1,Elvis Presley,paid,1
619,Teenager,1,Camera Obscura,paid,1
619,The Maestro,1,Beastie Boys,paid,1
619,The State Of Massachusetts,1,The Dropkick Murphys,paid,1
619,The Whammy,1,Screamin' Jay Hawkins,paid,1
619,Thnks fr th Mmrs,1,Fall Out Boy,paid,1
619,Two Million Voices,1,Angelic Upstarts,paid,1
619,Virtual Insanity,1,Jamiroquai,paid,1
619,Walk On Water,1,Basshunter,paid,1
619,Watch Me Shine (Album),1,Fozzy,paid,1
619,What If I Do?,1,Foo Fighters,paid,1
619,Woman Capture Man,1,The Ethiopians,paid,1
619,You've Got To Hide Your Love Away (Digitally Remastered 01),1,The Beach Boys,paid,1
619,Zagros,1,Strunz & Farah,paid,1
620,A Girl Like You,1,Edwyn Collins,paid,1
620,Ain't No Rest For The Wicked (Original Version),1,Cage The Elephant,paid,1
620,Alaska,1,Camera Obscura,paid,1
620,Baby_ I Love Your Way (Album Version),1,Big Mountain,paid,1
620,Begin Again (Album Version),1,Shinedown,paid,1
620,Belong,1,Washed Out,paid,1
620,Bend Over Beethoven,1,!!!,paid,1
620,Bewildered,1,The Notting Hillbillies,paid,1
620,Bleed It Out [Live At Milton Keynes],1,Linkin Park,paid,1
620,Calling You,1,Blue October,paid,1
620,Canto Abacua,1,Ray Barretto,paid,1
620,Castle On A Cloud,1,Les MisÃÂ©rables - 10th Anniversary Concert,paid,1
620,Cigarettes_ Wedding Bands (Album),1,Band Of Horses,paid,1
620,Civil War,1,Guns N' Roses,paid,1
620,Dear God (Album Version),1,Avenged Sevenfold,paid,1
620,Dear John,1,Ryan Adams & The Cardinals,paid,1
620,Do You Remember,1,Jack Johnson,paid,1
620,Dog Days Are Over (Radio Edit),1,Florence + The Machine,paid,1
620,Drama,1,Delerium,paid,1
620,Forgiven,1,Denison Witmer,paid,1
620,Give It Up (feat. Pharrell Williams) (Amended Album Version),1,Twista featuring Pharrell Williams,paid,1
620,God Smack,1,Alice In Chains,paid,1
620,Good Soldier,1,Flobots,paid,1
620,Home (Album Version),1,Michael BublÃÂ©,paid,1
620,I Tried,1,Bone Thugs-N-Harmony / Akon,paid,1
620,If You Want Blood,1,Matt Pond PA,paid,1
620,Kryptonite,1,3 Doors Down,paid,1
620,Lagrimas Negras,1,Bebo & Cigala,paid,1
620,Like A Rolling Stone,1,Bob Dylan,paid,1
620,Love Is A Losing Game,1,Amy Winehouse,paid,1
620,Luces Sensacional,1,Los LÃÂ¡tigos,paid,1
620,Making Love (Into The Night),1,Usher,paid,1
620,My Favorite Things,1,OutKast,paid,1
620,Number One Song,1,Camera Obscura,paid,1
620,Oceanside,1,Angels Of Light & Akron/Family,paid,1
620,On The Other Side,1,The Strokes,paid,1
620,Over My Head (Cable Car),1,The Fray,paid,1
620,Place Vendome,1,Place Vendome,paid,1
620,Pojo Pojo,1,Cyberfit,paid,1
620,Revelry,1,Kings Of Leon,paid,1
620,Same Thing,1,Keyshia Cole,paid,1
620,Slowly,1,Macy Gray,paid,1
620,SonoritÃÂ©s,1,Rokia TraorÃÂ©,paid,1
620,Supermassive Black Hole (Twilight Soundtrack Version),1,Muse,paid,1
620,Tell Me Baby (Album Version),1,Red Hot Chili Peppers,paid,1
620,The Pretender,1,Foo Fighters,paid,1
620,The Way I Are,1,Timbaland / Keri Hilson / D.O.E.,paid,1
620,Tiny Tears,1,Devin Townsend,paid,1
620,Triste Y Vacia,1,Willie Colon/Hector Lavoe,paid,1
620,Umbrella Beach,1,Owl City,paid,1
620,Uncharted,1,Late Night Alumni,paid,1
620,Unite (2009 Digital Remaster),1,Beastie Boys,paid,1
620,When I Grow Up,1,The Pussycat Dolls,paid,1
620,White Winter Hymnal,1,Fleet Foxes,paid,1
620,Who Can Compare,1,Foolish Things,paid,1
620,Who Do You Think You Are,1,Spice Girls,paid,1
620,Who Let You Go?,1,The Killers,paid,1
620,You Are Mine,1,Frankie Avalon,paid,1
621,Burn Out,1,The Cinematic Orchestra,paid,1
621,Everything Counts (Live) (Single Version),1,Depeche Mode,paid,1
621,Gears,1,Future Rock,paid,1
621,I Am Not a Robot,1,Marina And The Diamonds,paid,1
621,I'm In Love,1,Ginuwine,paid,1
621,Meteor Shower,1,Owl City,paid,1
621,Rock Star,1,N.E.R.D.,paid,1
621,Spinning (Album Version),1,Jack's Mannequin,paid,1
621,When We Get By,1,D'Angelo,paid,1
622,Overture,1,The Coffee Club Orchestra,free,1
622,Sehr kosmisch,1,Harmonia,free,1
622,What's The Frequency_ Kenneth? (Radio Version),1,R.E.M.,free,1
623,Anything,1,Plain White T S,free,1
623,My Block,1,K. Sparks featuring Dave Barz,free,1
623,One Headlight,1,The Wallflowers,free,1
623,You're All I Need To Get By,1,Aretha Franklin,free,1
624,Fade Together,1,Franz Ferdinand,free,1
624,It's Tricky,1,RUN-DMC,free,1
624,Mourning Morning,1,Just Jack,free,1
624,To The Ground,1,Smile Empty Soul,free,1
624,Waiting,1,Jay-Jay Johanson,free,1
625,Give It Up For Me You Us!,1,Dungeon Elite,free,1
625,In League With Satan,1,Krisiun,free,1
625,The What,1,The Notorious B.I.G.,free,1
626,Just Lose It,1,Eminem,free,1
627,Alive (nightmare),1,Kid Cudi / Ratatat,free,1
628,With A Smile On Your Face And A Frown In Your Heart,1,Dislocation Dance,free,1
629,16 Candles,1,The Crests,paid,1
629,Dead Skin (edit),1,Cyan Velvet Project,paid,1
629,Eu Gosto Tanto De Voce,1,Nelson Ned,paid,1
629,Heartbreak Warfare,1,John Mayer,paid,1
629,Invalid,1,Tub Ring,paid,1
629,More Than Words,1,Extreme,paid,1
629,Snow [Hey Oh] (Album Version),1,Red Hot Chili Peppers,paid,1
630,221,1,keller williams,paid,1
630,Big Apple (Metro Mix),1,Kajagoogoo,paid,1
630,Bluish,1,Animal Collective,paid,1
630,Can You Tell,1,Ra Ra Riot,paid,1
630,Cooler Than Me,1,Mike Posner,paid,1
630,Cumbia En Do Menor,1,Ska Cubano,paid,1
630,Don't Speak,1,No Doubt,paid,1
630,Fog On The Tyne (Live),1,Lindisfarne,paid,1
630,Gay Porn,1,Margaret Cho,paid,1
630,Get Up Again,1,Flaw,paid,1
630,Girl Dreams,1,Beck,paid,1
630,High Anxiety,1,The Suicide Machines,paid,1
630,Human Vulture,1,Armored Saint,paid,1
630,I Remember Nothing [2007 Re-mastered Album Version],1,Joy Division,paid,1
630,If This Is Love,1,The Saturdays,paid,1
630,Intergalactic,1,Beastie Boys,paid,1
630,It's My Own Fault,1,Johnny Winter,paid,1
630,Journey To The Past  (LP Version),1,Liz Callaway,paid,1
630,Just Dance,1,Lady GaGa / Colby O'Donis,paid,1
630,Love Is Gonna Save Us ,1,Benny Benassi Presents The Biz,paid,1
630,Movement III - Linear Tableau with Intersecting Surprise,1,Sufjan Stevens,paid,1
630,Read My Mind,1,The Killers,paid,1
630,ReprÃÂ©sente,1,Alliance Ethnik,paid,1
630,Retourne Chez Elle,1,Ariane Moffatt,paid,1
630,Revelry,1,Kings Of Leon,paid,1
630,She Is Love,1,Parachute,paid,1
630,Shots,1,LMFAO / Lil Jon,paid,1
630,Somebody To Love,1,Justin Bieber,paid,1
630,Thank You,1,Dido,paid,1
630,The Ponytail Parades,1,Emery,paid,1
630,The Wrong Thing To Do (Album Version),1,Mudcrutch,paid,1
630,Tudo Que Eu Sempre Quis,1,Liah,paid,1
631,Mercy:The Laundromat,1,Pavement,free,1
632,(They Long To Be) Close To You,1,Carpenters,paid,1
632,Blue Eyed Pop,1,The Sugarcubes,paid,1
632,Citizen Of The Planet (Album Version),1,Alanis Morissette,paid,1
632,Corrido de Boxeo,1,Ry Cooder,paid,1
632,Freakin' Out,1,Graham Coxon,paid,1
632,I'm Yours (Album Version),1,Jason Mraz,paid,1
632,Lodi,1,Creedence Clearwater Revival,paid,1
632,Natural High,1,The Union Underground,paid,1
632,Paper Planes,1,M.I.A.,paid,1
632,Runnin' Down A Dream,1,Tom Petty,paid,1
632,Sugar Ray (LP Version),1,Todd Barry,paid,1
632,With Arms Outstretched (Album Version),1,Rilo Kiley,paid,1
633,Baby Don't Worry,1,Warrior King,paid,1
633,Back To You,1,John Mayer,paid,1
633,Beach Party,1,Hot Chip,paid,1
633,Blindsided,1,Bon Iver,paid,1
633,Can't Buy Me Love (Album Version),1,Michael BublÃÂ©,paid,1
633,Creature Fear,1,Bon Iver,paid,1
633,Gas Can Row,1,O'Death,paid,1
633,Get Set For The Blues,1,Julie London,paid,1
633,Give Me Some Of Yr Love,1,Dear Nora,paid,1
633,Grease (LP Version),1,Frankie Valli,paid,1
633,Harmonium,1,Rogue Wave,paid,1
633,Help I'm Alive,1,Metric,paid,1
633,Hey_ Soul Sister,1,Train,paid,1
633,Howlin For You,1,The Black Keys,paid,1
633,I'm Done,1,The Pussycat Dolls,paid,1
633,Like Me (Amended Version),1,Lil Scrappy,paid,1
633,Love Ain't Gonna Let You Down,1,Jamie Cullum,paid,1
633,Mon Pays,1,Faudel,paid,1
633,Music Box,1,The Cinematic Orchestra feat. Lou Rhodes,paid,1
633,No Conditions,1,Bad Brains,paid,1
633,One Time,1,Justin Bieber,paid,1
633,Parasiempre,1,HÃÂ©roes del Silencio,paid,1
633,Phantom Part 1.5 (Album Version),1,Justice,paid,1
633,Pills (Live),1,The Perishers,paid,1
633,Pump It,1,Black Eyed Peas,paid,1
633,Rock Star,1,N.E.R.D.,paid,1
633,Say Goodbye (Album Version),1,Theory Of A Deadman,paid,1
633,SinceritÃÂ© Et Jalousie,1,Alliance Ethnik,paid,1
633,Sympathy For The Devil,1,Guns N' Roses,paid,1
633,The Good Fight,1,Dashboard Confessional,paid,1
633,This War Is Ours (The Guillotine II),1,Escape The Fate,paid,1
633,Twix Yesterday_ the Day & the Morrow,1,Absu,paid,1
633,What Else Is There?,1,RÃÂ¶yksopp,paid,1
633,Wild Child,1,Enya,paid,1
634,Newport Living (Album Version),1,Cute Is What We Aim For,free,1
634,Rosa Branca,1,Mariza,free,1
634,Take Em To Church,1,Cam'Ron / Juelz Santana / Un Kasa,free,1
636,Sehr kosmisch,2,Harmonia,paid,1
636,Cry,1,Godley & Creme,paid,2
636,Do The Dirt (Album Version),1,The Meters,paid,2
636,Dog Days Are Over (Radio Edit),1,Florence + The Machine,paid,2
636,High,1,Lighthouse Family,paid,2
636,I CAN'T GET STARTED,1,Ron Carter,paid,2
636,Its Hard Out Here,1,Nipsey Hussle,paid,2
636,Missing,1,Everything But The Girl,paid,2
636,My Father's Eyes,1,Eric Clapton,paid,2
636,My Own Worst Enemy,1,Lit,paid,2
636,Pardon Me,1,Incubus,paid,2
636,Queremos Paz,1,Gotan Project,paid,2
636,Stuck Between,1,Riverside,paid,2
636,Symptom Of The Universe,1,Black Sabbath,paid,2
636,Team,1,Bon Iver,paid,2
636,The Fear You Won't Fall,1,Joshua Radin,paid,2
636,This Joint,1,Slightly Stoopid,paid,2
636,Two Hands,1,Training For Utopia,paid,2
637,A Foggy Day (In London Town) (Album Version),1,Michael BublÃÂ©,paid,1
637,Bleeding Hearts,1,Soltero,paid,1
637,Courtesy Laughs,1,Phoenix,paid,1
637,Da Baddest [Feat. Trey Songz] (Explicit Album Version),1,Big Kuntry King,paid,1
637,Fandangu Los Llobos,1,Hevia,paid,1
637,Gestern_Morgen,1,Damero feat. Nevis Peak,paid,1
637,Get Into Yours,1,Mudhoney,paid,1
637,Have You Ever,1,S Club 7,paid,1
637,Lithium,1,Nirvana,paid,1
637,Que Me Quedes Tu,1,Shakira,paid,1
637,Revelry,1,Kings Of Leon,paid,1
637,Taper Jean Girl,1,Kings Of Leon,paid,1
637,Tenderly,1,Euge Groove,paid,1
637,Voices Of Violence (Album Version),1,Billy Talent,paid,1
637,Warp 1.9 (feat. Steve Aoki),1,The Bloody Beetroots,paid,1
637,We Don't Care,1,Kanye West,paid,1
637,Yesterday Once More,1,Carpenters,paid,1
637,You Took My Breath Away (2007 Remastered LP Version),1,Traveling Wilburys,paid,1
639,(PLAN A),1,Los Campesinos!,paid,1
639,A Beggar On A Beach Of Gold,1,Mike And The Mechanics,paid,1
639,Almaz,1,Randy Crawford,paid,1
639,Because Of You,1,Meat Loaf,paid,1
639,Black And White,1,The dB's,paid,1
639,Cannily Cannily,1,Maddy Prior & Tim Hart,paid,1
639,Country House,1,Blur,paid,1
639,Day 'N' Nite,1,Kid Cudi Vs Crookers,paid,1
639,Demasiado Tarde (Ahorita Mismo),1,Bunbury,paid,1
639,Down On The Farm,1,Guns N' Roses,paid,1
639,Dream On! New Age Of Faith / Smokebelch,1,Elbee Bad,paid,1
639,First Degree Apathy,1,Ressurrection Band,paid,1
639,Forever & Always,1,Taylor Swift,paid,1
639,Girls Dem Sugar,1,Beenie Man,paid,1
639,Give Me Your Eyes,1,Brandon Heath,paid,1
639,Half Of My Heart,1,John Mayer,paid,1
639,Heart Of Steel,1,At Vance,paid,1
639,Heretic Pride,1,The Mountain Goats,paid,1
639,Hey_ Soul Sister,1,Train,paid,1
639,Hold On,1,Kansas,paid,1
639,Houfnice,1,Wim Mertens,paid,1
639,How Long,1,Soul II Soul,paid,1
639,I'm A Little Rocket Ship,1,Cracker,paid,1
639,Jag ÃÂ¤r en vampyr,1,Markus KrunegÃÂ¥rd,paid,1
639,Lithium,1,Evanescence,paid,1
639,Live High (Album Version),1,Jason Mraz,paid,1
639,Longest Ride (LP Version ),1,Jonathan Edwards,paid,1
639,Marrakech,1,ATB,paid,1
639,My Love Has Gone,1,Josh Rouse,paid,1
639,One Less Lonely Girl,1,Justin Bieber,paid,1
639,Open Up Your Heart,1,The Rapture,paid,1
639,Paper Gangsta,1,Lady GaGa,paid,1
639,Para Tu Amor,1,Juanes,paid,1
639,Paralyzer,1,Finger Eleven,paid,1
639,Rumours,1,Carlton Livingston_ Shabba Ranks,paid,1
639,Smackman,1,Steve Bug,paid,1
639,Step Through The Door,1,Soltero,paid,1
639,Sunny Road,1,Emiliana Torrini,paid,1
639,Take Your Mama,1,Scissor Sisters,paid,1
639,The Complex,1,Blue Man Group,paid,1
639,The Penalty,1,Beirut,paid,1
639,The Sun On His Back,1,Camera Obscura,paid,1
639,The Troglodyte Wins,1,Busdriver,paid,1
639,There's Nothing,1,Shout Out Louds,paid,1
639,Things She Said,1,Toy Matinee,paid,1
639,Tie Me Down [feat. Ray J] (Amended Album Version),1,New Boyz,paid,1
639,Un AÃÂ±o Mas,1,Ana Torroja,paid,1
639,Un Dia Gris,1,Paulina Rubio,paid,1
639,What We Do (Explicit) (Feat. Memphis Bleek),1,Sauce Money Featuring Memphis Bleek,paid,1
639,When You Were Young,1,The Killers,paid,1
639,Words- Till the mornin' comes Mix,1,Liquid Spill,paid,1
640,Shadowplay,1,Joy Division,free,1
640,So Long,1,Fischer-Z,free,1
640,Symphony Of Destruction,1,Arch Enemy,free,1
642,A Primera Vista,1,Pedro Aznar,free,1
642,Burden In My Hand,1,Soundgarden,free,1
644,Daughter Of The Night,1,Santana,free,1
645,1865 (96ÃÂº In The Shade),1,Third World,free,1
645,Littlest Things (Live At The Astoria),1,Lily Allen,free,1
645,Naturally,1,Selena Gomez & The Scene,free,1
646,Falling Down,1,Selena Gomez & The Scene,free,1
646,Invalid,1,Tub Ring,free,1
646,Yesterday To Tomorrow,1,Audioslave,free,1
647,Alice,1,Avril Lavigne,free,1
647,Breed,1,Nirvana,free,1
647,Inviral Love,1,Something Happens,free,1
647,The Gift,1,Angels and Airwaves,free,1
647,Vargavinter,1,Thyrfing,free,1
648,'Till I Collapse,1,Eminem / Nate Dogg,paid,1
648,A Girl Like You,1,Edwyn Collins,paid,1
648,Aussi Libre Que Moi,1,Calogero,paid,1
648,Breathe Underwater,1,Placebo,paid,1
648,Broken,1,Gorillaz,paid,1
648,But Tonight We Dance,1,Rise Against,paid,1
648,Can't Lose You (Album Version),1,Type O Negative,paid,1
648,Cindy Gal (Album Version),1,Carolina Chocolate Drops,paid,1
648,Coeur De Glace,1,Naast,paid,1
648,Cool To Hate (Album version),1,The Offspring,paid,1
648,Destiny,1,Tenacious D,paid,1
648,Dove And Grenade,1,Hollywood Undead,paid,1
648,EG GLEÃÂIST SO HVÃÂRT JÃÂLAKVÃÂLD,1,Mpiri,paid,1
648,Everlasting,1,Kenny G,paid,1
648,Fake Tales Of San Francisco (Explicit),1,Arctic Monkeys,paid,1
648,Gave Up,1,Nine Inch Nails,paid,1
648,Going Bad,1,Tech N9ne,paid,1
648,Golden,1,Jill Scott,paid,1
648,Good Morning Aztlan,1,Los Lobos,paid,1
648,Growing Old Is Getting Old (Album Version),1,Silversun Pickups,paid,1
648,Happy Endings,1,The All-American Rejects,paid,1
648,Home,1,Edward Sharpe & The Magnetic Zeros,paid,1
648,I Celebrate The Day (Digital Single),1,Relient K,paid,1
648,I Go Blind (LP Version),1,Hootie And The Blowfish,paid,1
648,IV,1,Yann Tiersen,paid,1
648,In the Mood,1,HELLYEAH,paid,1
648,Invalid,1,Tub Ring,paid,1
648,Just Lose It,1,Eminem,paid,1
648,Let Me Be,1,Xavier Rudd,paid,1
648,Let Me Sleep (It's Christmas Time),1,Pearl Jam,paid,1
648,Like A Pimp,1,David Banner / Lil' Flip,paid,1
648,Lips Of An Angel,1,Hinder,paid,1
648,Loud Pipes,1,Ratatat,paid,1
648,Lucky Man For You,1,La Polla Records,paid,1
648,Miss You,1,TrentemÃÂ¸ller,paid,1
648,My Friends Over You,1,New Found Glory,paid,1
648,New Orleans (Album Version),1,Kid Rock,paid,1
648,Night In Tunisia,1,Clifford Brown,paid,1
648,No Man's Land,1,Race Horses,paid,1
648,OMG,1,Usher featuring will.i.am,paid,1
648,Passenger 10,1,Passenger 10,paid,1
648,Penelope,1,Pinback,paid,1
648,Prince Caspian,1,Phish,paid,1
648,Quelqu'un M'a Dit (Album Version),1,Carla Bruni,paid,1
648,Rain Is A Good Thing,1,Luke Bryan,paid,1
648,Resistance,1,Muse,paid,1
648,Rio De Janeiro Blue (Album Version),1,Randy Crawford,paid,1
648,Riverside,1,Poison The Well,paid,1
648,Rollin' (Air Raid Vehicle),1,Limp Bizkit,paid,1
648,Rosario Tijeras,1,Juanes,paid,1
648,Sink_ Florida_ Sink,1,Against Me!,paid,1
648,So In Love (The Real Deal) (Frankie Foncett Vocal Mix),1,Judy Cheeks,paid,1
648,Some (Album),1,Built To Spill,paid,1
648,Song For Guy,1,Elton John,paid,1
648,Spitfire (Album Version),1,The Prodigy,paid,1
648,Street Lights,1,Josh Rouse,paid,1
648,Tchaparian,1,Hot Chip,paid,1
648,Te Mando Flores,1,Fonseca,paid,1
648,The Devil Went Down To Georgia,1,Steve Ouimette,paid,1
648,The Maestro,1,Beastie Boys,paid,1
648,The Middle,1,Jimmy Eat World,paid,1
648,The Way I Are,1,Timbaland / Keri Hilson / D.O.E.,paid,1
648,This Fire,1,Franz Ferdinand,paid,1
648,Tin Man (Live),1,America,paid,1
648,U Smile,1,Justin Bieber,paid,1
648,Venus,1,Air,paid,1
648,Voodoo,1,Godsmack,paid,1
648,Wavin'  Flag,1,K'Naan,paid,1
648,You Can't Call Yourself A Secret,1,Eagle Seagull,paid,1
649,All The Things I Wasn't,1,The Grapes Of Wrath,free,1
649,Catch You Baby (Steve Pitron & Max Sanna Radio Edit),1,Lonnie Gordon,free,1
649,Silver Lining (Album Version),1,Rilo Kiley,free,1
649,Tu Necesitas (2008 Digital Remaster),1,Aleks Syntek,free,1
651,Holy Smoke,1,Iron Maiden,free,1
653,La Promesse (Radio Version),1,Kate Ryan,free,1
656,Imanol,1,Platero Y Tu,free,1
656,Sample Track 2,1,Simon Harris,free,1
657,Waiting For A Dream,1,Rufus Wainwright,free,1
658,Black Dirt (Album),1,Sea Wolf,paid,1
658,Can't Get There From Here,1,R.E.M.,paid,1
658,Chasing Cars,1,Snow Patrol,paid,1
658,Devil In Disguise,1,Shattered Realm,paid,1
658,Disappear,1,The Gabe Dixon Band,paid,1
658,Evolution (the Grand Design),1,Symphony X,paid,1
658,Fake Tales Of San Francisco (Explicit),1,Arctic Monkeys,paid,1
658,Feels So Good (Remastered Single Version),1,Van Halen,paid,1
658,Forgot About Dre,1,Dr. Dre / Eminem,paid,1
658,Fountains And Tramways,1,Beirut,paid,1
658,Heaven Must Be Missing An Angel,1,Tavares,paid,1
658,Hold on I'm Coming,1,Sam and Dave,paid,1
658,Kiss (LP Version),1,Prince & The Revolution,paid,1
658,Milo Gia Ta Pedia Mou (2006 Digital Remaster),1,Viki Mosholiou,paid,1
658,Parachutes (Funeral Song) (LP Version),1,Mates of State,paid,1
658,Rocking_ Just To Make Ya Move,1,Bomfunk MC's,paid,1
658,Somebody To Love,1,Justin Bieber,paid,1
658,Soul Suckers,1,Amos Lee,paid,1
658,Stand Still_ Look Pretty [Live],1,The Wreckers,paid,1
658,Sugar Ray (LP Version),1,Todd Barry,paid,1
658,Thank You Space Expert,1,Mogwai,paid,1
658,The Best Day,1,Taylor Swift,paid,1
658,Worlds Apart (Album Version),1,Hatebreed,paid,1
658,You Can't Fool Me Dennis (Album version),1,Mystery Jets,paid,1
659,Still Don't Give A Fuck,1,Eminem,free,1
660,Bye Bye,1,Mariah Carey,free,1
660,Secrets,1,OneRepublic,free,1
660,The Kids Dont Stand A Chance (Album),1,Vampire Weekend,free,1
661,Snare Hangar,1,Battles,free,1
661,Sweet And Wild,1,Radney Foster,free,1
662,Nothing Personal,1,Anna Waronker,free,1
663,Basic Space,1,The xx,free,1
663,There You Go,1,Crayons,free,1
665,Te Amo,1,Rihanna,free,1
666,(You Drive Me) Crazy (The Stop Remix!),1,Britney Spears,paid,1
666,Baby's A Rock 'N' Roller (Album Version),1,Tom Petty And The Heartbreakers,paid,1
666,Beach Party,1,Hot Chip,paid,1
666,Good Life,1,OneRepublic,paid,1
667,Earlybird (LP Version),1,Eagles,free,1
669,Unfamiliar Faces,1,Matt Costa,free,1
670,Smooth,1,iio,free,1
671,A Dustland Fairytale,1,The Killers,paid,1
671,Almeno Tu Nell'Universo,1,Elisa,paid,1
671,Atrevido,1,Orishas,paid,1
671,Drops In The River,1,Fleet Foxes,paid,1
671,Favor Of The Lord,1,ISRAEL & NEW BREED,paid,1
671,Hasir,1,Modeselektor,paid,1
671,Manhattan,1,Kings Of Leon,paid,1
671,Michael,1,Franz Ferdinand,paid,1
671,Noir Sur Blanc,1,FranÃÂ§oise Hardy,paid,1
671,One Minute In Heaven,1,Sunbeam,paid,1
671,Playground Love,1,Air,paid,1
671,Punk (Radio Edit),1,Ferry Corsten,paid,1
671,Revelry,1,Kings Of Leon,paid,1
671,Speed Of Sound,1,Coldplay,paid,1
671,Symphony No. 3: III. Lento - Cantablile Semplice,1,Henryk Gorecki,paid,1
671,Unite (2009 Digital Remaster),1,Beastie Boys,paid,1
671,You're Mine,1,Coyote Shivers,paid,1
672,Just Dance,2,Lady GaGa / Colby O'Donis,paid,1
672,Undo,2,BjÃÂ¶rk,paid,1
672,A Lack of Common Sense,1,Crippled Black Phoenix,paid,2
672,A'rabti,1,Cheb Mami,paid,2
672,All Along (Album),1,Remedy Drive,paid,2
672,All That You Are (Instrumental),1,The Foreign Exchange,paid,2
672,And Pray For Me,1,Peccatum,paid,2
672,Architect Of Love,1,New Young Pony Club,paid,2
672,Astral Romance,1,Nightwish,paid,2
672,At Last,1,Temprees,paid,2
672,Be My Guest,1,Fats Domino,paid,2
672,BedRock (Radio Edit) (feat.Lloyd),1,Young Money featuring Lloyd,paid,2
672,Berimbau First Cry,1,Airto Moreira,paid,2
672,City On The Edge Of Forever,1,A Skylit Drive,paid,2
672,Come To Me,1,BjÃÂ¶rk,paid,2
672,Como peces en el agua,1,Jarabe De Palo,paid,2
672,Crack The Shutters,1,Snow Patrol,paid,2
672,Crazier,1,Taylor Swift,paid,2
672,Crucifucks (Album Version),1,Gallows,paid,2
672,D.A.N.C.E. [Live Version],1,Justice,paid,2
672,Dangerously In Love,1,BeyoncÃÂ©,paid,2
672,Darwin,1,Third Eye Blind,paid,2
672,Don't,1,Patty Larkin,paid,2
672,Don't Rain On My Parade (from Funny Girl) (2007 Remastered LP Version),1,Linda Eder,paid,2
